run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.returns_std_dev,metrics.returns_median,metrics.total_net_sales_median,metrics.net_quantity_median,metrics.net_quantity_mean,metrics.gross_sales_mean,metrics.discounts_mean,metrics.net_quantity_std_dev,metrics.discounts_std_dev,metrics.total_net_sales_std_dev,metrics.total_net_sales_mean,metrics.gross_sales_median,metrics.returns_mean,metrics.gross_sales_std_dev,metrics.discounts_median,tags.mlflow.user,tags.mlflow.source.name,tags.operation,tags.mlflow.source.type,tags.changed_at,tags.mlflow.runName
8eb37dd2363047c8ab715ba687eb935c,202011017208657217,FINISHED,file:///C:/Users/user/Desktop/Mlflow_minio_postgresql/mlruns/202011017208657217/8eb37dd2363047c8ab715ba687eb935c/artifacts,2023-07-28 12:16:00.623000+00:00,2023-07-28 12:16:04.795000+00:00,565890.8193471249,1643.0,4576.0,1245.0,85398.4705882353,171922846172.88235,214556.56470588237,290031.075443244,473583.42754644214,2695448.5450095274,842949.8588235294,3825.0,246655.11764705883,485320278232.05817,1346.0,user,changes_log.py,INSERT,LOCAL,2023-07-20 15:39:17.829699,2023-07-20 15:39:17
a3678c681e8f4b6ca2c4e324449df18b,202011017208657217,FINISHED,file:///C:/Users/user/Desktop/Mlflow_minio_postgresql/mlruns/202011017208657217/a3678c681e8f4b6ca2c4e324449df18b/artifacts,2023-07-28 12:15:55.598000+00:00,2023-07-28 12:16:00.595000+00:00,565890.8193471249,1643.0,4576.0,1245.0,85398.4705882353,171922846172.88235,214556.56470588237,290031.075443244,473583.42754644214,2695448.5450095274,842949.8588235294,3825.0,246655.11764705883,485320278232.05817,1346.0,user,changes_log.py,INSERT,LOCAL,2023-07-20 14:27:30.400042,2023-07-20 14:27:30
698b37c0a8724d4f83d104f7f1f4c0e4,202011017208657217,FINISHED,file:///C:/Users/user/Desktop/Mlflow_minio_postgresql/mlruns/202011017208657217/698b37c0a8724d4f83d104f7f1f4c0e4/artifacts,2023-07-28 12:15:51.370000+00:00,2023-07-28 12:15:55.567000+00:00,565890.8193471249,1643.0,4576.0,1245.0,85398.4705882353,171922846172.88235,214556.56470588237,290031.075443244,473583.42754644214,2695448.5450095274,842949.8588235294,3825.0,246655.11764705883,485320278232.05817,1346.0,user,changes_log.py,INSERT,LOCAL,2023-07-20 14:03:18.556567,2023-07-20 14:03:18
5ab5193d0c694307afed8e0e01a0279e,202011017208657217,FINISHED,file:///C:/Users/user/Desktop/Mlflow_minio_postgresql/mlruns/202011017208657217/5ab5193d0c694307afed8e0e01a0279e/artifacts,2023-07-28 12:15:46.862000+00:00,2023-07-28 12:15:51.345000+00:00,565890.8193471249,1643.0,4576.0,1245.0,85398.4705882353,171922846172.88235,214556.56470588237,290031.075443244,473583.42754644214,2695448.5450095274,842949.8588235294,3825.0,246655.11764705883,485320278232.05817,1346.0,user,changes_log.py,DELETE,LOCAL,2023-07-20 12:29:44.024608,2023-07-20 12:29:44
07de3c9e139e49f980cc8f9e6f190514,202011017208657217,FINISHED,file:///C:/Users/user/Desktop/Mlflow_minio_postgresql/mlruns/202011017208657217/07de3c9e139e49f980cc8f9e6f190514/artifacts,2023-07-28 12:15:42.035000+00:00,2023-07-28 12:15:46.814000+00:00,565890.8193471249,1643.0,4576.0,1245.0,85398.4705882353,171922846172.88235,214556.56470588237,290031.075443244,473583.42754644214,2695448.5450095274,842949.8588235294,3825.0,246655.11764705883,485320278232.05817,1346.0,user,changes_log.py,DELETE,LOCAL,2023-07-20 10:51:34.570222,2023-07-20 10:51:34
eb99c13fdfb34b7d9f0d07d8bed551cf,202011017208657217,FINISHED,file:///C:/Users/user/Desktop/Mlflow_minio_postgresql/mlruns/202011017208657217/eb99c13fdfb34b7d9f0d07d8bed551cf/artifacts,2023-07-28 12:15:37.517000+00:00,2023-07-28 12:15:42.004000+00:00,565890.8193471249,1643.0,4576.0,1245.0,85398.4705882353,171922846172.88235,214556.56470588237,290031.075443244,473583.42754644214,2695448.5450095274,842949.8588235294,3825.0,246655.11764705883,485320278232.05817,1346.0,user,changes_log.py,DELETE,LOCAL,2023-07-20 10:39:42.724237,2023-07-20 10:39:42
8fd5121203ac436495cd6021105804a2,202011017208657217,FINISHED,file:///C:/Users/user/Desktop/Mlflow_minio_postgresql/mlruns/202011017208657217/8fd5121203ac436495cd6021105804a2/artifacts,2023-07-28 12:15:32.745000+00:00,2023-07-28 12:15:37.486000+00:00,565890.8193471249,1643.0,4576.0,1245.0,85398.4705882353,171922846172.88235,214556.56470588237,290031.075443244,473583.42754644214,2695448.5450095274,842949.8588235294,3825.0,246655.11764705883,485320278232.05817,1346.0,user,changes_log.py,DELETE,LOCAL,2023-07-20 10:18:48.190631,2023-07-20 10:18:48
822965f1545c46dcbbac20c876b3e68b,202011017208657217,FINISHED,file:///C:/Users/user/Desktop/Mlflow_minio_postgresql/mlruns/202011017208657217/822965f1545c46dcbbac20c876b3e68b/artifacts,2023-07-28 12:15:28.653000+00:00,2023-07-28 12:15:32.726000+00:00,565890.8193471249,1643.0,4576.0,1245.0,85398.4705882353,171922846172.88235,214556.56470588237,290031.075443244,473583.42754644214,2695448.5450095274,842949.8588235294,3825.0,246655.11764705883,485320278232.05817,1346.0,user,changes_log.py,DELETE,LOCAL,2023-07-20 10:18:48.190631,2023-07-20 10:18:48
8769b250050e492ca2be941584369da4,202011017208657217,FINISHED,file:///C:/Users/user/Desktop/Mlflow_minio_postgresql/mlruns/202011017208657217/8769b250050e492ca2be941584369da4/artifacts,2023-07-28 12:15:24.095000+00:00,2023-07-28 12:15:28.621000+00:00,565890.8193471249,1643.0,4576.0,1245.0,85398.4705882353,171922846172.88235,214556.56470588237,290031.075443244,473583.42754644214,2695448.5450095274,842949.8588235294,3825.0,246655.11764705883,485320278232.05817,1346.0,user,changes_log.py,DELETE,LOCAL,2023-07-20 10:18:48.190631,2023-07-20 10:18:48
7e8e1e6cdc874752a90ae994cbf3549c,202011017208657217,FINISHED,file:///C:/Users/user/Desktop/Mlflow_minio_postgresql/mlruns/202011017208657217/7e8e1e6cdc874752a90ae994cbf3549c/artifacts,2023-07-28 12:09:28.663000+00:00,2023-07-28 12:09:33.032000+00:00,565890.8193471249,1643.0,4576.0,1245.0,85398.4705882353,171922846172.88235,214556.56470588237,290031.075443244,473583.42754644214,2695448.5450095274,842949.8588235294,3825.0,246655.11764705883,485320278232.05817,1346.0,user,changes_log.py,INSERT,LOCAL,2023-07-28 16:09:18.608285,2023-07-28 16:09:18
